,title
Extraordinary GU-rich single-strand RNA identified from SARS coronavirus contributes an excessive innate immune response,1
Genomes Intended Learning Outcomes,1
The Nsp12-coding region of type 2 PRRSV is required for viral subgenomic mRNA synthesis,1
"Accuracy of IgM antibody testing, FQ-PCR and culture in laboratory diagnosis of acute infection by Mycoplasma pneumoniae in adults and adolescents with community-acquired pneumonia for Beijing Network for Adult Community-Acquired Pneumonia (BNACAP)",1
Tuberculosis Susceptibility and Vaccine Protection Are Independently Controlled by Host Genotype,1
BMC Medical Genomics Identification and validation of suitable endogenous reference genes for gene expression studies in human peripheral blood,1
APOL1-Associated Collapsing Focal Segmental Glomerulosclerosis in a Patient With Stimulator of Interferon Genes (STING)-Associated Vasculopathy With Onset in Infancy (SAVI),1
Improving the estimation of the death rate of infected cells from time course data during the acute phase of virus infections: application to acute HIV-1 infection in a humanized mouse model,1
"Prophylactic and therapeutic intranasal administration with an immunomodulator, Hiltonol ® (Poly IC:LC), in a lethal SARS-CoV- infected BALB/c mouse model",1
Lipocalin-2 is a Sensitive and Specific Marker of Bacterial Infection in Children,1
A Structure-Function Diversity Survey of the RNA-Dependent RNA Polymerases From the Positive-Strand RNA Viruses,1
Toxic proteins in plants,1
ISG15: It's Complicated,1
"African perspectives: modern complexities of emerging, re-emerging, and endemic zoonoses",1
Regular paper A new PSO-optimized geometry of spatial and spatio-temporal scan statistics for disease outbreak detection,1
Heterogeneity in spike protein genes of porcine epidemic diarrhea viruses isolated in Korea,1
Amplification refractory mutation system PCR assays for the detection of variola and Orthopoxvirus,1
Travel Patterns in China,1
-Year Pulmonary Function and Health Status in Survivors of Severe Acute Respiratory Syndrome*,1
Virology Journal The involvement of survival signaling pathways in rubella-virus induced apoptosis,1
Teicoplanin inhibits Ebola pseudovirus infection in cell culture,1
Mouse hepatitis virus neurovirulence: evidence of a linkage between S glycoprotein expression and immunopathology,1
Serologic and behavioral risk survey of workers with wildlife contact in China,1
Combining Free Text and Structured Electronic Medical Record Entries to Detect Acute Respiratory Infections,1
"Modeling triple-diffusions of infectious diseases, information, and preventive behaviors through a metropolitan social networkdAn agent-based simulation",1
Viability of Pseudomonas aeruginosa in cough aerosols generated by persons with cystic fibrosis,1
Nowo pojawiające się choroby zakaźne w aspekcie bezpieczeństwa krwi Emerging infectious diseases in the context of blood safety,1
Unusual Influenza A Viruses in Bats,1
"Acute respiratory infections in hospitalized children in Vientiane, Lao PDR -the importance of Respiratory Syncytial Virus",1
Complete Genome Sequence of the Porcine Epidemic Diarrhea Virus Variant Tottori2/JPN/2014,1
ARTICLE Reconstructing propagation networks with natural diversity and identifying hidden sources,1
Supplementary Note 1,1
Preparation and characterization of a single-domain antibody specific for the porcine epidemic diarrhea virus spike protein,1
Supplementary material: Estimating the distance to an epidemic threshold,1
Encephalomalacic Lesions in Pigs Dually Infected with Porcine Reproductive and Respiratory Syndrome Virus and Pseudorabies Virus,1
Aurintricarboxylic Acid Is a Potent Inhibitor of Influenza A and B Virus Neuraminidases,1
Socio-environmental exposures and health outcomes among persons with sickle cell disease,1
Ad Hoc Influenza Vaccination During Years of Significant Antigenic Drift in a Tropical City With 2 Seasonal Peaks A Cross-Sectional Survey Among Health Care Practitioners,1
A novel DNA vaccine containing multiple TB-specific epitopes casted in a natural structure (ECANS) confers protective immunity against pulmonary mycobacterial challenge,1
"Model-based estimation of the link between the daily survival probability and a time-varying covariate, application to mosquitofish survival data",1
How to make more from exposure data? An integrated machine Author Contributions Data Accessibility Statement Running Title Machine learning and pathogen exposure risk,1
Coronavirus infections in hospitalized pediatric patients with acute respiratory tract disease,1
DCGR: feature extractions from protein sequences based on CGR via remodeling multiple information,1
Major medical causes by breed and life stage for dogs presented at veterinary clinics in the Republic of Korea: a survey of electronic medical records,1
Characterization of monoclonal antibodies against feline coronavirus accessory protein 7b,1
SUPPLEMENTARY INFORMATION accompanying the main manuscript entitled A novel role for poly(C) binding proteins in programmed ribosomal frameshifting,1
Development of human neutralizing monoclonal antibodies for prevention and therapy of MERS-CoV infections,1
Long-Distance Travel Behaviours Accelerate and Aggravate the Large-Scale Spatial Spreading of Infectious Diseases,1
Quantification of Hantaan Virus with a SYBR Green Ⅰ- Based One-Step qRT-PCR Assay,1
The helicase activity of DDX56 is required for its role in assembly of infectious West Nile virus particles,1
Building and Optimizing a Virus-specific T Cell Receptor Library for Targeted Immunotherapy in Viral Infections,1
Methods for air cleaning and protection of building occupants from airborne pathogens,1
Apport de la biologie moléculaire dans l'identifi cation de nouveaux virus,1
Tissue Tropism and Target Cells of NSs-Deleted Rift Valley Fever Virus in Live Immunodeficient Mice,1
In vivo gene regulation using tetracycline-regulatable systems ☆,1
Recombinant baculovirus expressing the FrC-OVA protein induces protective antitumor immunity in an EG7-OVA mouse model,1
Applications of Serum Protein Electrophoresis in Exotic Pet Medicine,1
Considerations for infectious disease research and practice,1
Taiwan's Experience in Hospital Preparedness and Response for Emerging Infectious Diseases,1
Characterization of a pathogenic full-length cDNA clone of a virulent porcine epidemic diarrhea virus strain AH2012/12 in China,1
"Novel, Divergent Simian Hemorrhagic Fever Viruses in a Wild Ugandan Red Colobus Monkey Discovered Using Direct Pyrosequencing",1
Forecasting respiratory infectious outbreaks using ED-based syndromic surveillance for febrile ED visits in a Metropolitan City,1
Complete Genome Sequence of Porcine Deltacoronavirus Strain CH/Sichuan/S27/2012 from Mainland China,1
3D Structure Prediction of Human β1- Adrenergic Receptor via Threading-Based Homology Modeling for Implications in Structure-Based Drug Designing,1
"The global health law trilogy: towards a safer, healthier, and fairer world",1
Metagenomic Nanopore sequencing of influenza virus 1 direct from clinical respiratory samples 2 3,1
"In silico study of the spike protein from SARS-CoV-2 interaction with ACE2: similarity with SARS-CoV, hot-spot analysis and effect of the receptor polymorphism",1
Lipidomic analysis of immune activation in equine leptospirosis and Leptospira- vaccinated horses,1
Equine Torovirus (BEV) Induces Caspase-Mediated Apoptosis in Infected Cells,1
"Original Article Detection of Human Bocavirus in Children with Acute Respiratory Tract Infections in Lanzhou and Nanjing, China *",1
Use of Bayesian Belief Network techniques to explore the interaction of biosecurity practices on the probability of porcine disease occurrence in Canada,1
The Incidence of Respiratory Tract Infection in Adults Requiring Hospitalization for Asthma*,1
Chitosans for delivery of nucleic acids ☆,1
Occupational Deaths among Healthcare Workers,1
Distinct Regulation of Host Responses by ERK and JNK MAP Kinases in Swine Macrophages Infected with Pandemic (H1N1) 2009 Influenza Virus,1
Pilot Evaluation of RT-PCR/Electrospray Ionization Mass Spectrometry (PLEX-ID/Flu assay) on Influenza-Positive Specimens,1
Accessory proteins 8b and 8ab of severe acute respiratory syndrome coronavirus suppress the interferon signaling pathway by mediating ubiquitin-dependent rapid degradation of interferon regulatory factor 3 A R T I C L E I N F O,1
Chronic Cough Due to Chronic Bronchitis ACCP Evidence-Based Clinical Practice Guidelines,1
Molecular detection of enteric viruses and the genetic characterization of porcine astroviruses and sapoviruses in domestic pigs from Slovakian farms,1
"Parasites or Cohabitants: Cruel Omnipresent Usurpers or Creative ""Éminences Grises""?",1
Identification of Appropriate Reference Genes for qRT-PCR Analysis of Heat-Stressed Mammary Epithelial Cells in Riverine Buffaloes (Bubalus bubalis),1
Animal Virus Ecology and Evolution Are Shaped by the Virus Host-Body Infiltration and Colonization Pattern,1
"Bahri), f.tabataba@ec.iut.ac.ir (F.S. Tabataba)",1
PREVENTIVE VETERINARY MEDICINE Effect of preweaning feeding of pasteurized and nonpasteurized milk on postweaning weight gain of heifer calves on a Californian dairy,1
Comparison of Heterologous Prime-Boost Strategies against Human Immunodeficiency Virus Type 1 Gag Using Negative Stranded RNA Viruses,1
Detection of Common Respiratory Viruses and Mycoplasma pneumoniae in Patient-Occupied Rooms in Pediatric Wards,1
The Interplay Between Immune Response and Bacterial Infection in COPD: Focus Upon Non-typeable Haemophilus influenzae,1
Treatment-donation-stockpile dynamics in ebola convalescent blood transfusion therapy,1
Impaired inflammasome activation and bacterial clearance in G6PD deficiency due to defective NOX/p38 MAPK/AP-1 redox signaling,1
Virus infection-induced host mRNA degradation and potential application of live cell imaging-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/),1
Development of in vitro and in vivo rabies virus neutralization assays based on a high-titer pseudovirus system OPEN,1
Immunogenicity of Virus Like Particle Forming Baculoviral DNA Vaccine against Pandemic Influenza H1N1,1
Isolation of sequences from a random-sequence expression library that mimic viral epitopes,1
Evaluation and molecular characterization of human adenovirus in drinking water supplies: viral integrity and viability assays,1
